,Stage Name Stage Name,Full Name Full Name,Date of Birth Date of Birth,Group Group,Country Country,Height,Weight,Birthplace Birthplace,Gender,geo_data
773,Longguo,Jin Longguo,3/2/1996,JBJ,China,0,0,Heilong,M,"{'place_id': 43778182, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3681620216, 'boundingbox': ['32.4526531', '32.5326531', '112.6976364', '112.7776364'], 'lat': '32.4926531', 'lon': '112.7376364', 'display_name': '黑龙镇, 河南省, 中国', 'class': 'place', 'type': 'town', 'importance': 0.3, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_town.p.20.png'}"
629,Minsu,Park Minsu,4/15/1993,Boys Republic,South Korea,172,55,Gwangju,M,"{'place_id': 359065906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2399220, 'boundingbox': ['35.052416', '35.2588841', '126.6444458', '127.0232992'], 'lat': '35.1594647', 'lon': '126.8515034', 'display_name': '광주, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5760598705689788, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
497,I.M,Lim Changkyun,1/26/1996,MONSTA X,South Korea,0,0,Gwangju,M,"{'place_id': 359065906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2399220, 'boundingbox': ['35.052416', '35.2588841', '126.6444458', '127.0232992'], 'lat': '35.1594647', 'lon': '126.8515034', 'display_name': '광주, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5760598705689788, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1242,JJ,Jun Jihyeok,12/11/1998,DUSTIN,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1514,JM,Chu Jimin,10/11/2001,JUST B,South Korea,173,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
204,Hyeran,Noh Hyeran,4/9/1993,,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1192,Aini,Kim Heejung,7/13/1991,,South Korea,163,44,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1619,Jiho,Jang Jiho,8/10/2004,NINE.i,South Korea,0,0,Gyeonggi,M,"{'place_id': 358758806, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2306392, 'boundingbox': ['36.8933927', '38.2811104', '126.2779479', '127.8481129'], 'lat': '37.2752', 'lon': '127.0095', 'display_name': '경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.633208007806445, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
162,Yoomin,Na Yoomin,8/29/1993,MELODYDAY,South Korea,165,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
619,Kisu,Choi Kisu,10/2/1990,24K,South Korea,179,60,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
626,Onejunn,Jo Wonjun,11/22/1988,Boys Republic,South Korea,179,61,Changwon,M,"{'place_id': 299098011, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 7224484, 'boundingbox': ['35.0333962', '35.394254', '128.3479474', '128.8433535'], 'lat': '35.227956', 'lon': '128.6818586', 'display_name': '창원시, 경상남도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.45000999999999997, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
925,Soso,Wang Chingyi,3/14/2001,GWSN,Taiwan,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1015,Jinsung,Jung Jinsung,3/30/2002,1the9,South Korea,176,58,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
54,Yenny,Park Yeeun,5/26/1989,Wonder Girls,South Korea,165,0,Goyang,F,"{'place_id': 298436469, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409166, 'boundingbox': ['37.5717872', '37.7485126', '126.6703901', '126.9942694'], 'lat': '37.6581862', 'lon': '126.8319452', 'display_name': '고양시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5318426824094789, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
340,Eunkwang,Seo Eunkwang,11/22/1990,BtoB,South Korea,173,62,Yongin,M,"{'place_id': 358943433, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409189, 'boundingbox': ['37.0846404', '37.3722864', '127.016201', '127.4299269'], 'lat': '37.2405741', 'lon': '127.1785572', 'display_name': '용인시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5094318520782878, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1584,Taerae,Kim Taerae,9/5/2002,TEMPEST,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
827,Sakang,Jeon Sakang,10/26/2002,TheEastLight,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
879,NC.A,Im Soeun,10/7/1996,UNI.T,South Korea,0,0,Osan,F,"{'place_id': 358871482, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409176, 'boundingbox': ['37.1253116', '37.2002046', '126.9950763', '127.1036919'], 'lat': '37.1499376', 'lon': '127.0774625', 'display_name': '오산시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.4687999053882964, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1309,Seokhwa,Kang Seokhwa,12/1/2000,WEi,South Korea,172,56,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
515,B.I,Kim Hanbin,10/22/1996,,South Korea,0,0,Goyang,M,"{'place_id': 298436469, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409166, 'boundingbox': ['37.5717872', '37.7485126', '126.6703901', '126.9942694'], 'lat': '37.6581862', 'lon': '126.8319452', 'display_name': '고양시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5318426824094789, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
886,Milo,Kim Minhak,8/20/1996,Romeo,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1579,Hyungseop,Ahn Hyungseop,8/9/1999,TEMPEST,South Korea,173,58,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1632,EJ,Kim Eunji,8/13/1997,ALICE,South Korea,164,47,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
984,Seonghwa,Park Seonghwa,4/3/1998,ATEEZ,South Korea,178,0,Jinju,M,"{'place_id': 299140878, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 7820650, 'boundingbox': ['35.0502985', '35.3510758', '127.8877554', '128.3681846'], 'lat': '35.1803459', 'lon': '128.1079953', 'display_name': '진주시, 경상남도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.48338685378072543, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1390,Harin,Seo Harin,12/7/2000,BOTOPASS,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
708,TAG,Son Youngtaek,4/13/1998,Golden Child,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
188,Hyunjoo,Lee Hyunjoo,2/5/1998,UNI.T,South Korea,0,0,Seoul,F,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
244,Euijin,Hong Euijin,10/8/1996,Sonamoo,South Korea,168,0,Gwangju,F,"{'place_id': 359065906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2399220, 'boundingbox': ['35.052416', '35.2588841', '126.6444458', '127.0232992'], 'lat': '35.1594647', 'lon': '126.8515034', 'display_name': '광주, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5760598705689788, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
564,Zuny,Kim Joomi,12/8/1994,Ladies' Code,South Korea,0,0,Gwangju,F,"{'place_id': 359065906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2399220, 'boundingbox': ['35.052416', '35.2588841', '126.6444458', '127.0232992'], 'lat': '35.1594647', 'lon': '126.8515034', 'display_name': '광주, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5760598705689788, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
930,Chaebin,Choi Yoobin,7/28/1999,NATURE,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1426,Sungchan,Jung Sungchan,9/13/2001,NCT,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
